node_1,node_2,chunk_id,count,edge
central government,rural areas,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
central government,telemedicine,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
central government,urban areas,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
centralizing control,medical education,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",3,contextual proximity
centralizing control,national medical council (nmc),"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",3,contextual proximity
centralizing control,national medical council india,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",2,contextual proximity
centralizing control,nmc act,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",4,contextual proximity
centralizing control,states,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",2,contextual proximity
centralizing control of medical education,medical education,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",3,contextual proximity
centralizing control of medical education,national medical council (nmc),"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",3,contextual proximity
centralizing control of medical education,national medical council india,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",2,contextual proximity
centralizing control of medical education,nmc act,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",4,contextual proximity
centralizing control of medical education,states,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",2,contextual proximity
clarity in interplay,medical education,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",3,contextual proximity
clarity in interplay,national medical council (nmc),"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",3,contextual proximity
clarity in interplay,national medical council india,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",2,contextual proximity
clarity in interplay,nmc act,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",4,contextual proximity
clarity in interplay,states,"da1aa8b360b04b6cb440fe8fd664a623,da1aa8b360b04b6cb440fe8fd664a623",2,contextual proximity
clinical and social skills,deeper structural problems,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
clinical and social skills,india,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
clinical and social skills,online training,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
clinical and social skills,personnel retention and motivation,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
clinical and social skills,two-year intermittent training initiative,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
close to 18% of gdp,government of india,"87cd3df3e61444faa77c4869b97c5e84,87cd3df3e61444faa77c4869b97c5e84",2,contextual proximity
cognitive platform,care delivery and monitoring,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,central government,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,control of risk factors,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,diabetes,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,digital divide,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cognitive platform,digital literacy,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",6,contextual proximity
cognitive platform,digital technologies,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,digital technology,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cognitive platform,government,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,healthcare delivery,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cognitive platform,healthcare delivery effort,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,healthcare delivery in oncology,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,india,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",6,contextual proximity
cognitive platform,internet density,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,internet density in rural areas,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,leadership,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,market-driven forces,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,maternal and child mortality,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,mental health stigma,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,national policy,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,nationwide healthcare needs,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,non-communicable diseases,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,population proportion,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cognitive platform,priority,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,privacy in accessing care,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,private health sector,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,private initiatives,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,reach,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,reach of healthcare,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,risk factors,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",2,contextual proximity
cognitive platform,rural areas,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cognitive platform,telemedicine,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cognitive platform,urban areas,"f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd,f3b8bd75627d4189a6b0cacb068583bd",4,contextual proximity
cold chain maintenance,evin,"23b2d588473f40ab8a1a20fbea1826c4,23b2d588473f40ab8a1a20fbea1826c4,23b2d588473f40ab8a1a20fbea1826c4,23b2d588473f40ab8a1a20fbea1826c4",4,contextual proximity
cold chain maintenance,online training management information systems,"23b2d588473f40ab8a1a20fbea1826c4,23b2d588473f40ab8a1a20fbea1826c4,23b2d588473f40ab8a1a20fbea1826c4",3,contextual proximity
cold chain maintenance,"wearable, trackable technology","23b2d588473f40ab8a1a20fbea1826c4,23b2d588473f40ab8a1a20fbea1826c4",2,contextual proximity
commitment to increase healthcare allocation to 2.5% by 2025,government of india,"87cd3df3e61444faa77c4869b97c5e84,87cd3df3e61444faa77c4869b97c5e84",2,contextual proximity
communities,contractual employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
communities,contractual posts in rural areas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
communities,demotivate employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
communities,demotivating working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
communities,doctors and nurses,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
communities,indian systems of medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
communities,violence against doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
communitization,anm,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",5,contextual proximity
communitization,asha,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",8,contextual proximity
communitization,education,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
communitization,employment status,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
communitization,evaluation of ashas,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",3,contextual proximity
communitization,female community health workers,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
communitization,five approaches,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",6,contextual proximity
communitization,nhm,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
communitization,population coverage,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
competency-based training,government healthcare system,"24fcd94842194e2a829ddd2eb92d5e7f,24fcd94842194e2a829ddd2eb92d5e7f",2,contextual proximity
competency-based training,india,"24fcd94842194e2a829ddd2eb92d5e7f,24fcd94842194e2a829ddd2eb92d5e7f",2,contextual proximity
competency-based training,public health system,"24fcd94842194e2a829ddd2eb92d5e7f,24fcd94842194e2a829ddd2eb92d5e7f",2,contextual proximity
continuation of violence and related consequences,defensive medicine practices,"d4d0856dda254bea8a9555af565138b5,d4d0856dda254bea8a9555af565138b5",2,contextual proximity
continuation of violence and related consequences,low physician-to-patient ratio,"d4d0856dda254bea8a9555af565138b5,d4d0856dda254bea8a9555af565138b5",2,contextual proximity
continuation of violence and related consequences,physicians,"d4d0856dda254bea8a9555af565138b5,d4d0856dda254bea8a9555af565138b5",2,contextual proximity
continuation of violence and related consequences,underpaid physicians,"d4d0856dda254bea8a9555af565138b5,d4d0856dda254bea8a9555af565138b5",2,contextual proximity
continuation of violence and related consequences,unnecessary referrals and prescriptions,"d4d0856dda254bea8a9555af565138b5,d4d0856dda254bea8a9555af565138b5",2,contextual proximity
contractors,contractual employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractors,contractual posts in rural areas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractors,demotivate employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractors,demotivating working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractors,doctors and nurses,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractors,indian systems of medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractors,violence against doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual basis,contractual employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual basis,contractual posts in rural areas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual basis,courses,"a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c",3,contextual proximity
contractual basis,demotivate employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual basis,demotivating working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual basis,doctors and nurses,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual basis,government,"a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c",3,contextual proximity
contractual basis,indian systems of medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual basis,initiatives,"a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c",2,contextual proximity
contractual basis,rural medical assistants (rmas),"a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c",2,contextual proximity
contractual basis,three-year diploma course,"a2208dcf7a024712aa5454f8418ecd6c,a2208dcf7a024712aa5454f8418ecd6c",2,contextual proximity
contractual basis,violence against doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,ashas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,bridge courses in allopathic medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,cause of concern,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,communities,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,contractors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,contractual basis,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,contractual personnel,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,contractual posts in rural areas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",6,contextual proximity
contractual employees,covid-19 pandemic,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,delayed salary payments,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,demotivate employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",4,contextual proximity
contractual employees,demotivating,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,demotivating working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",4,contextual proximity
contractual employees,doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,doctors and nurses,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",4,contextual proximity
contractual employees,high dissatisfaction levels,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,indian systems of medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",4,contextual proximity
contractual employees,low retention rates,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,lower remuneration,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,monetary incentives,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,nhm,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,poor infrastructure,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,preferential admission into residencies,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,public sector working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,supply chain issues,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,temporary nature of contracts,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual employees,violence against doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",4,contextual proximity
contractual government posts,medical colleges,"364dc459174a48a0a4a8956bac421192,364dc459174a48a0a4a8956bac421192,364dc459174a48a0a4a8956bac421192",3,contextual proximity
contractual government posts,performance targets and practice constraints,"364dc459174a48a0a4a8956bac421192,364dc459174a48a0a4a8956bac421192",2,contextual proximity
contractual government posts,private sector,"364dc459174a48a0a4a8956bac421192,364dc459174a48a0a4a8956bac421192,364dc459174a48a0a4a8956bac421192,364dc459174a48a0a4a8956bac421192",4,contextual proximity
contractual personnel,contractual employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual personnel,contractual posts in rural areas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual personnel,demotivate employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual personnel,demotivating working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual personnel,doctors and nurses,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual personnel,indian systems of medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual personnel,violence against doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",2,contextual proximity
contractual posts in rural areas,ashas,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,bridge courses in allopathic medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,cause of concern,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,communities,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,contractors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,contractual basis,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,contractual employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",6,contextual proximity
contractual posts in rural areas,contractual personnel,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,covid-19 pandemic,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,delayed salary payments,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,demotivate employees,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",6,contextual proximity
contractual posts in rural areas,demotivating,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,demotivating working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",6,contextual proximity
contractual posts in rural areas,doctors,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,doctors and nurses,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",6,contextual proximity
contractual posts in rural areas,high dissatisfaction levels,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,indian systems of medicine,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",6,contextual proximity
contractual posts in rural areas,low retention rates,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,lower remuneration,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,monetary incentives,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,nhm,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,poor infrastructure,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,preferential admission into residencies,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,public sector working conditions,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,supply chain issues,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
contractual posts in rural areas,temporary nature of contracts,"d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7,d1c78438794344229b22e58c7a3a61b7",3,contextual proximity
